ngram	value
output mapping	1.0
et al suggested	1.3333333333333333
cluster variance	1.6666666666666667
rank data set	1.3333333333333333
biological data	1.5
automatic feature learn	1.6666666666666665
available biological	2.0
machine learning ha	2.0
system biology	1.25
gene within	3.0
gene prediction	1.3333333333333333
intrinsic search	1.5
amino acid sequence	1.6666666666666665
amino acid	1.25
protein folding	1.0
secondary structure	2.125
quartenary structure	1.5
protein secondary structure	1.6666666666666665
secondary structure prediction	1.6666666666666665
genetic network	1.0
commonly use method	1.3333333333333333
model genetic network	1.3333333333333333
interaction analysis	1.6666666666666667
catastrophic interference	1.246031746031746
catastrophic forgetting	1.3333333333333333
previously learn information	1.3333333333333333
previously learn	1.0
connectionist model	1.5
connectionist network	1.0
standard backpropagation network	1.3333333333333333
backpropagation network	1.0
human memory	2.0
often exhibit	1.0
backpropagation model	1.0
backpropagation neural network	1.3333333333333333
backpropagation neural	2.0
single training set consisting	1.6666666666666667
respond properly	1.5
addition fact	1.0
learn trial	1.0
two addition	2.0
one facts	3.0
two fact	1.0
readily learn	1.0
addition problem	3.6666666666666665
one learn trial	1.3333333333333333
output pattern	3.6666666666666665
incorrect number	3.0
ac list	1.8333333333333335
context pattern	2.111111111111111
b response	1.0
c response	1.5
ab list	1.0
correct response	3.6666666666666665
network tend	1.0
word dog	4.333333333333333
word stool	5.666666666666667
reduce interference	1.0
learn rate parameter	1.3333333333333333
weight change	1.0
sequentially learn	1.0
old information	2.333333333333333
previous input	1.0
item learn	1.0
response node	1.0
old item	1.5
sequential learn	1.5
old input	1.0
weight space	1.0
input unit	1.0
store information	1.0
representational overlap	1.0
hidden unit activation	1.6666666666666665
activation pattern	1.0
cod use	1.0
reduce catastrophic interference	1.5555555555555554
node activation	1.0
activation overlap	2.142857142857143
low activation	1.3333333333333333
activation value	1.3333333333333333
one node	3.6666666666666665
semidistributed representation	1.0
activation sharpening	1.5
active node	1.0
node sharpening	1.5
activation near	3.6666666666666665
sharpening will	2.5
will reduce	2.3333333333333335
thereby reduce	1.0
novelty rule	1.25
novelty vector	1.6666666666666665
delta rule	1.0
pretrained network	1.0
three task	1.0
nave network	1.0
french propose	1.0
mcclelland et al	1.3333333333333333
term memory storage	4.133333333333334
pseudorecurrent network	1.8888888888888886
early process area	1.3333333333333333
early process	1.25
finalstorage area	1.0
internally generate representation	1.3333333333333333
internally generate	1.0
sequential learning	1.3333333333333333
pseudorecurrent model	1.5
liststrength effect	1.5
effect mean	1.0
list item	2.6666666666666665
final storage area	5.833333333333333
final storage	4.4
twonetwork artificial neural architecture	1.5
new external pattern	2.533333333333333
generate pseudopatterns	1.0
selfrefreshing mechanism	1.0
exist response	1.0
average responses	1.0
practopoietic theory	1.5
loosely applicable	1.5
strong level	1.0
pby column	8.5
byp row vector	3.7333333333333334
standard linear regression	1.3333333333333333
optimal coefficient	1.0
explanatory variable can	2.666666666666667
existing explanatory variable	1.3333333333333333
near neighbor method	4.333333333333333
dummy variable	1.0
