collocation	syntax_distance
observed image	1.0
image store	1.0
memory called	2.0
called template	2.0
template can	2.0
feature help	1.0
template need	1.0
chosen randomly	1.0
two idea	1.0
idea outline	1.0
previous section	1.0
section can	4.0
bring together	1.0
learn invariant	2.0
learn invariant representation	2.0
key observation	1.0
image formula	2.142857142857143
template formula	1.25
formula behaves	1.0
translation rotation	2.0
rotation scale	1.0
scale etc	1.0
transformation formula	1.0
unitary group	1.0
follow hold	1.0
transformed image	1.0
original image	1.0
inversely transform	1.0
transform template	1.0
image rotate	1.0
inversely transformed	1.0
transformed template	1.0
possible transformation	1.0
one apply	1.0
become formula	1.0
every formula	1.7777777777777777
formula due	2.0
closure property	1.0
prototype formula	1.0
formula namely	2.0
namely formula	1.5
thus formula	1.3333333333333333
product remain	2.0
transformation wa	2.0
wa apply	1.0
may serve	1.0
practical representation	1.0
representation can	2.6
practical representation can	3.0
wa claim	1.0
mtheory allows	1.0
transformed version	1.0
version can	2.0
visual experience	1.0
similar visual	2.0
experience occur	1.0
early period	1.0
human life	1.0
template may	2.0
system later	2.0
later will	2.0
will try	1.0
classify memory	2.0
experience may	3.0
recognize many	2.0
many different	2.0
different kind	1.0
late life	1.0
many different kind	2.0
show later	1.0
transformation specific	2.0
specific template	1.0
idea describe	1.0
section one	5.0
one need	1.0
computationally efficient	2.0
efficient invariant	2.0
unique representation	1.3333333333333333
onedimensional probability	3.0
distribution empirical	2.0
empirical distribution	1.0
template store	1.0
unsupervised learn	1.5
onedimensional probability distribution	3.0
turn can	3.0
either histogram	1.0
statistical moment	1.0
orbit formula	1.0
formula generate	1.0
single image	1.0
group formula	2.5384615384615383
image formula generate	3.0
word image	2.0
transformation correspond	3.0
two orbit	1.0
identical everywhere	1.0
two image	1.0
call equivalent	1.0
conversely two	3.0
one orbit	1.0
orbit coincide	3.0
natural question	1.0
question arise	1.0
can one	2.0
one compare	1.0
compare two	2.25
several possible	2.0
possible approach	1.0
one compare two	3.0
compare two orbit	2.0
intuitively two	1.0
two empirical	2.0
empirical orbit	1.0
thus one	2.0
formula induce	1.6
group action	1.0
formula formula can	3.5
probability distribution formula induce	3.5
almost uniquely	1.0
uniquely characterize	1.0
formula onedimensional	2.0
onedimensional result	1.0
projection formula	1.0
template randomly	4.0
randomly chosen	1.0
chosen image	1.0
image base	3.0
probability distribution formula can	4.0
onedimensional probability distribution formula	3.0
formula image	1.0
formula image formula	3.0
universal constant	1.0
result informally	2.0
informally say	1.0
approximately invariant	1.0
formula d	3.0
d probability	2.0
d probability distribution	2.0
image formula can	5.0
d probability distribution formula	2.0
number formula	1.6666666666666667
projection need	1.0
discriminate formula	2.0
formula orbit	1.0
orbit induce	1.0
precision formula	1.0
confidence formula	1.0
follow recipe	1.0
recipe can	2.0
probability density	1.5714285714285714
density function	1.0
nonlinear function	1.2
probability density function	2.1666666666666665
probability distribution can	3.0
d probability distribution can	3.0
example hmax	2.0
hmax represent	1.0
max operation	1.0
image classification	1.0
classification group	1.0
finite number	1.0833333333333333
allow arbitrarily	2.0
arbitrarily big	2.0
big transformation	1.0
locally compact	1.0
compact group	1.0
group invariance	2.0
achievable within	2.0
within certain	2.0
certain range	1.0
transformed pattern	2.0
pattern exist	1.0
formula assume	1.0
zero everywhere	1.5
everywhere except	2.0
call support	1.0
formula support	2.0
support set	1.0
set will	3.0
will also	2.0
also lie	1.0
lie within	2.0
within formula	1.0
set will also	2.0
theorem determine	1.0
work equally	2.0
equally well	1.0
well anymore	2.0
preferable template	1.0
small formula	1.0
generic image	1.0
call localization	3.0
localization template	1.0
image within	3.0
small range	1.0
although minimizing	1.0
minimizing formula	3.0
absolutely necessary	1.0
improve approximation	1.0
require localization	1.0
localization simultaneously	1.0
scale yield	4.0
specific kind	1.0
template gabor	2.0
gabor function	1.0
custom template	1.0
certain kind	1.0
encounter image	3.0
image transformation	1.0
transformation template	1.0
template might	4.0
evolutionary adaptation	1.0
neurobiological data	1.0
data suggest	1.0
first layer	1.6666666666666667
gabor template	1.0
possible explanation	1.0
many interesting	2.0
interesting transformation	1.0
form group	1.0
instance transformation	1.0
image associate	1.0
correspond d	2.0
d object	1.0
inverse transformation	2.0
transformation two	1.0
two object	1.1666666666666667
object may	4.0
may look	1.0
one angle	1.0
another angle	1.0
two object may	5.0
however approximate	3.0
approximate invariance	1.0
still achievable	1.0
achievable even	2.0
nongroup transformation	1.25
localization condition	1.0
template hold	1.0
wa say	1.0
specific case	1.0
scaling localization	2.0
condition can	3.3333333333333335
generic gabor	2.0
localization condition can	5.0
general case	1.0
case nongroup	2.0
transformation localization	2.0
specific class	1.0
condition template	1.0
template must	2.0
object one	4.0
recognize d	1.0
face one	2.0
d rotate	1.0
rotate face	1.0
may explain	1.0
one responsible	1.0
face recognition	1.2
hierarchical recognition	2.0
recognition architecture	1.0
section suggest	1.0
suggest one	2.0
one motivation	1.0
hierarchical image	1.0
image recognition architecture	2.0
firstly hierarchical	3.0
hierarchical architecture	1.0
architecture best	2.0
best accomplish	1.0
complex visual	2.0
many object	1.0
object consist	3.0
many part	1.0
part whose	3.0
whose relative	2.0
relative position	1.0
position may	2.0
may greatly	2.0
greatly vary	1.0
case different	3.0
different element	1.0
system must	3.0
different object	1.0
architecture representation	1.0
different level	2.0
embed hierarchy	1.0
hierarchy can	4.0
different layer	2.0
secondly hierarchical	1.0
may facilitate	1.0
facilitate learning	1.0
complex compositional	2.0
compositional concept	1.0
may happen	1.0
learn representation	1.0
result sample	3.0
learn compositional	2.0
concept may	3.0
greatly reduce	1.0
compositional concept may	5.0
finally hierarchical	3.0
good tolerance	1.0
clutter problem	1.5
problem arises	1.0
target object	1.0
nonuniform background	1.0
visual task	1.0
clutter problem arises	2.0
architecture provide	1.0
provide signature	1.0
include part	1.0
background variation	1.0
architecture one	3.0
one layer	1.0
necessarily invariant	1.0
may pass	1.0
upper layer	1.0
transformation describe	1.0
layer may	3.0
may produce	1.0
produce invariant	2.0
within small	2.0
instance element	1.0
low layer	1.0
small visual	2.0
visual field	1.0
thus can	7.0
can handle	1.0
thus can handle	3.0
invariant signature	2.0
covariance can	3.0
layer formula	1.0
formula stand	1.5
quantitative theory	1.0
cortex work	1.0
object recognition	1.4
challenging task	1.0
recognize object	6.0
see just	2.0
just couple	1.0
example unlike	4.0
art machine	1.0
machine vision	1.5
vision system	1.0
usually require	1.0
machine vision system	2.0
visual neuroscience	1.0
vision ha	3.0
early vision	1.0
derive stereo	2.0
stereo algorithm	1.0
computer vision ha	4.0
gabor filter	1.0
real attention	1.0
attention ha	2.0
biologically plausible	1.25
plausible feature	1.0
high complexity	1.0
ha always	2.0
human vision	1.0
never advanced	1.0
advanced past	2.0
first stage	1.0
simple cell	3.0
system inspire	2.0
various degree	1.0
natural image	1.0
image neurobiological	2.0
neurobiological model	1.0
realworld image	2.0
image database	1.0
mtheory learn	1.0
framework employ	3.0
novel hypothesis	1.5
main computational	2.0
computational function	1.0
transformation learn	1.0
allows recognition	2.0
label example	1.4545454545454546
limit just	4.0
just one	2.0
neuroscience suggest	1.0
highdimensional dot	2.0
image patch	2.0
another image	1.5
patch call	1.0
call template	1.0
another image patch	2.0
synaptic weight	1.5
weight synapsis	1.0
synapsis per	2.0
per neuron	1.0
standard computational	2.0
computational model	1.0
another important	2.0
complex cell	1.5
another important feature	2.0
idea wa	2.0
wa originally	2.0
originally propose	1.0
wa originally propose	2.0
mtheory employ	1.0
cell compute	1.0
compute dot	3.0
compute empirical	2.0
empirical histogram	1.0
follow formula	1.0
construct histogram	1.0
histogram can	4.0
smooth version	1.0
step function	1.0
histogram bin	1.0
step function formula	2.0
author applied	2.0
applied mtheory	1.0
natural photograph	1.0
detection alignment	1.0
recognition method	1.0
handle clutter	1.0
detect object	1.0
crop closely	1.0
closely around	3.0
little background	1.0
background remain	1.0
approach accomplish	1.0
accomplish detection	1.0
alignment implicitly	3.0
store transformation	1.0
training image	1.0
image template	1.0
template rather	1.0
explicitly detecting	1.0
crop face	1.0
test time	1.0
built according	2.0
recent theory	1.0
hierarchical network	1.0
can evade	1.0
problem generally	2.0
generally problematic	1.0
feedforward system	1.0
resulting endtoend	2.0
endtoend system	1.0
system achieve	1.0
drastic improvement	1.0
endtoend task	1.0
task reach	4.0
best system	1.0
system operating	1.0
align closely	3.0
closely crop	1.0
crop image	1.0
outside train	1.0
train data	1.391304347826087
also performs	1.0
datasets similar	1.0
difficult significantly	2.0
model accuracy	1.0
outside data	1.0
data used	2.0
used category	1.0
adaptive probabilistic	2.0
probabilistic elastic	2.0
elastic matching	1.25
theory wa	2.0
wa also	2.0
also apply	1.0
invariant single	3.0
single object	2.0
multiclass categorization	2.0
categorization problem	1.0
available data	1.0
set caltech	1.0
caltech caltech	1.0
complex street	1.0
street scene	2.0
scene understanding	2.0
understanding task	1.0
available data set	2.0
wa also apply	2.0
approach performs	1.0
performs really	2.0
really well	2.0
wa show	1.0
outperform several	2.0
complex stateoftheart	3.0
stateoftheart system	1.0
face detection	1.0
detection system	1.0
face detection system	2.0
key element	1.0
new set	1.0
feature detector	1.0
tuning property	1.0
cell along	3.0
training set	1.404040404040404
set though	3.0
also show	1.0
universal feature	2.0
feature set	1.6
set learn	1.0
image unrelated	2.0
categorization task	1.0
task likewise	2.0
good performance	1.1111111111111112
theory can	3.0
recognition domain	1.0
theory can also	2.0
unsupervised learning	1.4
invariant visual	2.0
visual representation	1.0
auditory domain	1.0
empirically evaluate	1.0
speech sound	3.0
sound classification	1.0
classification wa	6.0
wa propose	1.0
classification wa propose	9.0
author empirically	2.0
empirically demonstrate	1.0
representation extract	1.0
base speech	1.0
speech feature	1.0
feature improves	3.0
improves segment	2.0
segment classification	2.0
classification accuracy	1.0
standard spectral	1.0
acoustic classification	2.0
classification task	1.0
statistic overfitting	1.0
particular set	1.0
may therefore	2.0
therefore fail	1.0
fit additional	3.0
additional data	1.0
predict future	2.25
future observation	1.0
observation reliably	2.0
overfitted model	1.0
statistical model	1.0714285714285714
residual variation	1.0
variation represented	1.0
represented underlying	2.0
underlying model	1.5
model structure	1.0
underlying model structure	2.0
underfitting occurs	1.0
adequately capture	1.0
underlying structure	1.0
correctly specified	1.0
specified model	1.0
linear model	1.0
nonlinear data	1.0
model will	2.5454545454545454
will tend	1.0
poor predictive	2.0
predictive performance	1.0
model will tend	2.0
underfitting can	2.5
can occur	1.0
underfitting can occur	3.0
sometimes call	1.0
call overtraining	1.0
overfitting exists	1.0
criterion use	2.5
model might	2.0
dependent variable	1.1818181818181819
variable value	1.0
value give	1.0
independent variable	1.0909090909090908
suitability might	2.0
unseen data	1.0
overfitting occurs	1.0
model begin	1.0
memorize training	1.0
data rather	1.5
training data rather	2.0
dependent variable value	2.0
extreme example	1.0
model can	2.4193548387096775
can perfectly	2.0
perfectly predict	1.0
data simply	3.0
illustration see	2.0
see figure	2.25
model though	2.0
though will	2.0
will typically	2.0
typically fail	1.0
fail severely	1.0
make prediction	1.125
will typically fail	2.0
overfitting depend	1.0
data shape	1.0
model error	1.0
error compare	4.0
expect level	1.0
fitted model	1.0
model doe	2.0
excessive number	1.0
fitted relationship	1.0
relationship will	2.0
will appear	1.0
perform less	2.0
less well	1.0
new data	1.5625
set use	1.0
phenomenon sometimes	2.0
sometimes known	1.0
new data set	2.0
data set use	2.0
fitted model doe	3.0
determination will	4.0
original data	2.375
overfitting several	2.0
several technique	1.0
available e	1.0
model comparison	1.0
comparison crossvalidation	1.0
crossvalidation regularization	1.0
regularization early	2.0
early stopping	1.4
bayesian prior	1.0
explicitly penalize	1.0
complex model	1.0
model ability	2.0
typical unseen	2.0
will encounter	1.0
model will encounter	2.0
select via	2.0
burnham anderson	1.0
model selection	1.0
selection argue	3.0
author also	2.0
also state	1.0
serious concern	1.0
little theory	1.0
theory available	1.0
large number	1.0
book model	2.0
model averaging	1.0
averaging put	1.0
regression analysis	1.0
analysis overfitting	1.0
